"county","year","month","month_name","mean_temp","total_precip"
"Bomet",1953,4,"Apr",16.7520561218262,351.776489257812
"Bomet",1953,5,"May",16.5839366912842,625.963989257812
"Bomet",1953,6,"Jun",16.4626483917236,340.885467529297
"Bomet",1953,7,"Jul",16.8452911376953,108.962326049805
"Bomet",1953,8,"Aug",16.4858341217041,102.511779785156
"Bomet",1953,9,"Sep",16.1215114593506,10.6790018081665
"Bomet",1953,10,"Oct",17.2651405334473,35.9416084289551
"Bomet",1953,11,"Nov",18.0195751190186,54.3670043945312
"Bomet",1953,12,"Dec",18.0609798431396,154.393569946289
"Bomet",1954,1,"Jan",16.8411159515381,382.177062988281
"Bomet",1954,2,"Feb",16.2808437347412,525.413879394531
"Bomet",1954,3,"Mar",15.9861345291138,155.828002929688
"Bomet",1954,4,"Apr",17.0479393005371,150.26838684082
"Bomet",1954,5,"May",17.0918827056885,224.509506225586
"Bomet",1954,6,"Jun",16.1823787689209,344.197143554688
"Bomet",1954,7,"Jul",15.8543472290039,299.418823242188
"Bomet",1954,8,"Aug",15.3687286376953,98.0401077270508
"Bomet",1954,9,"Sep",15.7431087493896,23.0937824249268
"Bomet",1954,10,"Oct",16.7101573944092,24.3985328674316
"Bomet",1954,11,"Nov",17.0231895446777,87.7891464233398
"Bomet",1954,12,"Dec",17.9324722290039,153.853820800781
"Bomet",1955,1,"Jan",17.752571105957,17.0736618041992
"Bomet",1955,2,"Feb",16.3611316680908,303.939453125
"Bomet",1955,3,"Mar",16.6925277709961,134.741485595703
"Bomet",1955,4,"Apr",16.6689128875732,194.763916015625
"Bomet",1955,5,"May",17.0475730895996,252.064559936523
"Bomet",1955,6,"Jun",16.6551361083984,228.54411315918
"Bomet",1955,7,"Jul",16.2888793945312,166.819366455078
"Bomet",1955,8,"Aug",16.1501789093018,38.8725318908691
"Bomet",1955,9,"Sep",15.9866943359375,72.576904296875
"Bomet",1955,10,"Oct",16.5368537902832,38.5938186645508
"Bomet",1955,11,"Nov",16.4560890197754,181.566024780273
"Bomet",1955,12,"Dec",17.2302761077881,153.352203369141
"Bomet",1956,1,"Jan",17.0155448913574,141.286254882812
"Bomet",1956,2,"Feb",16.794958114624,145.486923217773
"Bomet",1956,3,"Mar",15.6992263793945,233.042724609375
"Bomet",1956,4,"Apr",16.7243976593018,146.621231079102
"Bomet",1956,5,"May",17.5751628875732,190.5703125
"Bomet",1956,6,"Jun",16.4394588470459,450.188262939453
"Bomet",1956,7,"Jul",15.5759601593018,274.059875488281
"Bomet",1956,8,"Aug",15.5342540740967,70.2446441650391
"Bomet",1956,9,"Sep",15.3717746734619,67.7310409545898
"Bomet",1956,10,"Oct",15.4786310195923,170.446060180664
"Bomet",1956,11,"Nov",16.279655456543,99.1950454711914
"Bomet",1956,12,"Dec",17.7632808685303,42.7905044555664
"Bomet",1957,1,"Jan",17.4648208618164,107.071952819824
"Bomet",1957,2,"Feb",16.6052169799805,149.240859985352
"Bomet",1957,3,"Mar",15.9899492263794,389.713623046875
"Bomet",1957,4,"Apr",17.1813507080078,55.934383392334
"Bomet",1957,5,"May",16.7485103607178,338.903472900391
"Bomet",1957,6,"Jun",16.2807426452637,407.454803466797
"Bomet",1957,7,"Jul",16.3121738433838,274.538635253906
"Bomet",1957,8,"Aug",15.8020334243774,136.587600708008
"Bomet",1957,9,"Sep",15.6518802642822,113.722885131836
"Bomet",1957,10,"Oct",15.9591722488403,67.2417602539062
"Bomet",1957,11,"Nov",17.2819366455078,54.1400260925293
"Bomet",1957,12,"Dec",18.3018169403076,66.515754699707
"Bomet",1958,1,"Jan",17.5631351470947,182.918273925781
"Bomet",1958,2,"Feb",16.7937393188477,366.070098876953
"Bomet",1958,3,"Mar",17.9609985351562,148.515106201172
"Bomet",1958,4,"Apr",17.3545303344727,182.174209594727
"Bomet",1958,5,"May",18.0957279205322,175.959075927734
"Bomet",1958,6,"Jun",17.9274368286133,287.218719482422
"Bomet",1958,7,"Jul",16.7779788970947,201.953247070312
"Bomet",1958,8,"Aug",16.0524616241455,150.534652709961
"Bomet",1958,9,"Sep",15.4269905090332,131.966461181641
"Bomet",1958,10,"Oct",15.7453622817993,87.9166030883789
"Bomet",1958,11,"Nov",16.843189239502,86.4255905151367
"Bomet",1958,12,"Dec",17.2933044433594,147.677581787109
"Bomet",1959,1,"Jan",18.0462265014648,70.5045013427734
"Bomet",1959,2,"Feb",17.0972862243652,252.703353881836
"Bomet",1959,3,"Mar",17.6227073669434,92.8300399780273
"Bomet",1959,4,"Apr",17.2566967010498,195.188903808594
"Bomet",1959,5,"May",17.3222789764404,326.435302734375
"Bomet",1959,6,"Jun",17.2576580047607,321.037994384766
"Bomet",1959,7,"Jul",16.4793872833252,281.966888427734
"Bomet",1959,8,"Aug",16.2119464874268,102.150917053223
"Bomet",1959,9,"Sep",15.9643249511719,100.71997833252
"Bomet",1959,10,"Oct",15.8168773651123,139.733413696289
"Bomet",1959,11,"Nov",16.5582523345947,159.856246948242
"Bomet",1959,12,"Dec",17.1629009246826,153.155395507812
"Bomet",1960,1,"Jan",16.6214408874512,311.613311767578
"Bomet",1960,2,"Feb",16.8116016387939,213.569137573242
"Bomet",1960,3,"Mar",16.7097244262695,161.229675292969
"Bomet",1960,4,"Apr",17.0897636413574,136.993194580078
"Bomet",1960,5,"May",16.6684436798096,392.417114257812
"Bomet",1960,6,"Jun",17.0986709594727,411.882202148438
"Bomet",1960,7,"Jul",16.9286365509033,120.184425354004
"Bomet",1960,8,"Aug",16.6342639923096,59.2246360778809
"Bomet",1960,9,"Sep",15.6902332305908,90.4502716064453
"Bomet",1960,10,"Oct",16.3338413238525,163.059173583984
"Bomet",1960,11,"Nov",16.4278984069824,186.579696655273
"Bomet",1960,12,"Dec",17.4541625976562,79.4313507080078
"Bomet",1961,1,"Jan",17.0828647613525,179.462921142578
"Bomet",1961,2,"Feb",18.3212890625,77.0902862548828
"Bomet",1961,3,"Mar",19.0009937286377,46.9499702453613
"Bomet",1961,4,"Apr",17.0418815612793,198.613754272461
"Bomet",1961,5,"May",17.760009765625,235.654403686523
"Bomet",1961,6,"Jun",17.2672309875488,391.108215332031
"Bomet",1961,7,"Jul",17.1740112304688,257.890197753906
"Bomet",1961,8,"Aug",16.5770378112793,82.1905364990234
"Bomet",1961,9,"Sep",16.5756416320801,36.2753295898438
"Bomet",1961,10,"Oct",15.797381401062,162.88020324707
"Bomet",1961,11,"Nov",16.6131210327148,99.3538665771484
"Bomet",1961,12,"Dec",17.3696002960205,162.618606567383
"Bomet",1962,1,"Jan",15.7431755065918,470.555725097656
"Bomet",1962,2,"Feb",15.7514848709106,346.890502929688
"Bomet",1962,3,"Mar",16.1622447967529,177.030487060547
"Bomet",1962,4,"Apr",17.7761077880859,63.0929641723633
"Bomet",1962,5,"May",16.8853359222412,292.328674316406
"Bomet",1962,6,"Jun",16.6468563079834,428.560363769531
"Bomet",1962,7,"Jul",15.9827604293823,343.937042236328
"Bomet",1962,8,"Aug",15.2847871780396,164.374069213867
"Bomet",1962,9,"Sep",15.7396354675293,68.4372406005859
"Bomet",1962,10,"Oct",15.9409980773926,114.500686645508
"Bomet",1962,11,"Nov",16.6843681335449,106.011779785156
"Bomet",1962,12,"Dec",17.5344009399414,88.6312866210938
"Bomet",1963,1,"Jan",17.1112117767334,187.100234985352
"Bomet",1963,2,"Feb",16.1669902801514,311.1875
"Bomet",1963,3,"Mar",15.7948789596558,310.090270996094
"Bomet",1963,4,"Apr",16.2866630554199,206.854064941406
"Bomet",1963,5,"May",16.6782932281494,428.802032470703
"Bomet",1963,6,"Jun",16.3486442565918,425.691253662109
"Bomet",1963,7,"Jul",16.1911067962646,415.034881591797
"Bomet",1963,8,"Aug",15.9186944961548,123.894165039062
"Bomet",1963,9,"Sep",15.5635976791382,102.767135620117
"Bomet",1963,10,"Oct",15.8902435302734,128.545547485352
"Bomet",1963,11,"Nov",16.8564109802246,55.6323204040527
"Bomet",1963,12,"Dec",18.4306392669678,45.8199577331543
"Bomet",1964,1,"Jan",16.7187690734863,287.848052978516
"Bomet",1964,2,"Feb",15.8008413314819,262.082824707031
"Bomet",1964,3,"Mar",17.1698722839355,63.3578491210938
"Bomet",1964,4,"Apr",16.8782348632812,227.928771972656
"Bomet",1964,5,"May",17.0791435241699,356.545928955078
"Bomet",1964,6,"Jun",16.6057891845703,444.737731933594
"Bomet",1964,7,"Jul",16.2850780487061,287.892425537109
"Bomet",1964,8,"Aug",15.4153890609741,232.241348266602
"Bomet",1964,9,"Sep",14.9485874176025,188.591812133789
"Bomet",1964,10,"Oct",15.0621547698975,97.3422241210938
"Bomet",1964,11,"Nov",15.8994693756104,138.565093994141
"Bomet",1964,12,"Dec",16.3070526123047,72.3873748779297
"Bomet",1965,1,"Jan",17.3917865753174,81.7347412109375
"Bomet",1965,2,"Feb",16.4459991455078,123.205680847168
"Bomet",1965,3,"Mar",16.1881160736084,129.325698852539
"Bomet",1965,4,"Apr",17.0975227355957,96.3077697753906
"Bomet",1965,5,"May",17.3387508392334,202.413116455078
"Bomet",1965,6,"Jun",16.2798366546631,465.206573486328
"Bomet",1965,7,"Jul",16.0291213989258,278.143005371094
"Bomet",1965,8,"Aug",15.461724281311,186.430297851562
"Bomet",1965,9,"Sep",14.9459924697876,250.595489501953
"Bomet",1965,10,"Oct",15.2770929336548,275.080749511719
"Bomet",1965,11,"Nov",16.3348026275635,145.599517822266
"Bomet",1965,12,"Dec",16.8459739685059,229.675643920898
"Bomet",1966,1,"Jan",16.6387996673584,299.353790283203
"Bomet",1966,2,"Feb",16.1640510559082,270.26953125
"Bomet",1966,3,"Mar",17.5930328369141,77.0379257202148
"Bomet",1966,4,"Apr",16.9017143249512,242.718841552734
"Bomet",1966,5,"May",16.8336544036865,423.680511474609
"Bomet",1966,6,"Jun",16.7131843566895,541.905395507812
"Bomet",1966,7,"Jul",17.1474628448486,134.23681640625
"Bomet",1966,8,"Aug",16.1776027679443,171.642761230469
"Bomet",1966,9,"Sep",15.577657699585,311.779602050781
"Bomet",1966,10,"Oct",15.6809959411621,262.117156982422
"Bomet",1966,11,"Nov",16.3274593353271,287.23095703125
"Bomet",1966,12,"Dec",16.9950504302979,206.551879882812
"Bomet",1967,1,"Jan",16.6414623260498,179.678375244141
"Bomet",1967,2,"Feb",17.4790992736816,33.0334815979004
"Bomet",1967,3,"Mar",18.8792572021484,6.62711191177368
"Bomet",1967,4,"Apr",19.3794708251953,27.8241863250732
"Bomet",1967,5,"May",18.0085163116455,162.305313110352
"Bomet",1967,6,"Jun",17.0267028808594,276.764221191406
"Bomet",1967,7,"Jul",16.102388381958,316.150512695312
"Bomet",1967,8,"Aug",15.6161108016968,206.042770385742
"Bomet",1967,9,"Sep",15.4020357131958,210.446929931641
"Bomet",1967,10,"Oct",15.9388856887817,88.4877014160156
"Bomet",1967,11,"Nov",16.4937534332275,114.971008300781
"Bomet",1967,12,"Dec",16.9514636993408,175.707641601562
"Bomet",1968,1,"Jan",16.2235164642334,439.934265136719
"Bomet",1968,2,"Feb",16.2046375274658,106.736129760742
"Bomet",1968,3,"Mar",17.4204883575439,43.0968780517578
"Bomet",1968,4,"Apr",16.3761825561523,409.250305175781
"Bomet",1968,5,"May",16.1182842254639,387.515563964844
"Bomet",1968,6,"Jun",16.3303623199463,434.798156738281
"Bomet",1968,7,"Jul",16.0676422119141,279.463806152344
"Bomet",1968,8,"Aug",15.5761394500732,120.634208679199
"Bomet",1968,9,"Sep",15.132287979126,59.6671752929688
"Bomet",1968,10,"Oct",15.9864854812622,67.8630752563477
"Bomet",1968,11,"Nov",17.0791187286377,55.1094856262207
"Bomet",1968,12,"Dec",17.8533573150635,173.802307128906
"Bomet",1969,1,"Jan",16.6468048095703,212.398010253906
"Bomet",1969,2,"Feb",16.1407108306885,310.120208740234
"Bomet",1969,3,"Mar",16.9759426116943,215.233291625977
"Bomet",1969,4,"Apr",17.2675647735596,159.829376220703
"Bomet",1969,5,"May",17.4376564025879,292.235931396484
"Bomet",1969,6,"Jun",18.5611133575439,52.7976264953613
"Bomet",1969,7,"Jul",17.083646774292,262.659790039062
"Bomet",1969,8,"Aug",16.3197956085205,141.047912597656
"Bomet",1969,9,"Sep",15.923810005188,76.1402282714844
"Bomet",1969,10,"Oct",16.6336708068848,50.6385345458984
"Bomet",1969,11,"Nov",17.1420707702637,123.006942749023
"Bomet",1969,12,"Dec",18.0528087615967,94.7544708251953
"Bomet",1970,1,"Jan",17.1719779968262,259.885375976562
"Bomet",1970,2,"Feb",17.3950786590576,40.1165809631348
"Bomet",1970,3,"Mar",16.6490173339844,323.952514648438
"Bomet",1970,4,"Apr",17.9275703430176,89.3935699462891
"Bomet",1970,5,"May",17.0787944793701,479.60888671875
"Bomet",1970,6,"Jun",16.9832782745361,444.020660400391
"Bomet",1970,7,"Jul",16.5203876495361,252.848388671875
"Bomet",1970,8,"Aug",15.9697904586792,109.465827941895
"Bomet",1970,9,"Sep",15.5989027023315,67.7512435913086
"Bomet",1970,10,"Oct",15.9321250915527,99.2978134155273
"Bomet",1970,11,"Nov",16.888427734375,114.246383666992
"Bomet",1970,12,"Dec",17.3909645080566,111.13744354248
"Bomet",1971,1,"Jan",16.9709568023682,162.472702026367
"Bomet",1971,2,"Feb",16.7502841949463,98.181037902832
"Bomet",1971,3,"Mar",16.7689628601074,102.473342895508
"Bomet",1971,4,"Apr",17.8973026275635,33.4522552490234
"Bomet",1971,5,"May",19.4708766937256,135.752380371094
"Bomet",1971,6,"Jun",16.3022632598877,750.054565429688
"Bomet",1971,7,"Jul",15.8186044692993,365.421447753906
"Bomet",1971,8,"Aug",15.3440399169922,168.979873657227
"Bomet",1971,9,"Sep",14.9053506851196,151.050338745117
"Bomet",1971,10,"Oct",15.0027198791504,172.247924804688
"Bomet",1971,11,"Nov",16.1133403778076,119.702430725098
"Bomet",1971,12,"Dec",16.9258499145508,119.743530273438
"Bomet",1972,1,"Jan",17.007625579834,117.224426269531
"Bomet",1972,2,"Feb",15.5284118652344,273.572570800781
"Bomet",1972,3,"Mar",16.357479095459,152.355743408203
"Bomet",1972,4,"Apr",16.233434677124,246.808380126953
"Bomet",1972,5,"May",17.40456199646,92.2725219726562
"Bomet",1972,6,"Jun",17.2638378143311,163.092269897461
"Bomet",1972,7,"Jul",16.6913394927979,237.277603149414
"Bomet",1972,8,"Aug",15.213939666748,277.770355224609
"Bomet",1972,9,"Sep",15.9648704528809,95.0482025146484
"Bomet",1972,10,"Oct",16.1800842285156,111.258514404297
"Bomet",1972,11,"Nov",17.1631965637207,150.099868774414
"Bomet",1972,12,"Dec",17.0816192626953,322.876892089844
"Bomet",1973,1,"Jan",16.2226753234863,520.615356445312
"Bomet",1973,2,"Feb",16.8055534362793,318.778015136719
"Bomet",1973,3,"Mar",17.0312557220459,314.532409667969
"Bomet",1973,4,"Apr",17.8294010162354,261.553588867188
"Bomet",1973,5,"May",19.0276107788086,23.4186897277832
"Bomet",1973,6,"Jun",18.071102142334,277.540466308594
"Bomet",1973,7,"Jul",16.9593200683594,223.614440917969
"Bomet",1973,8,"Aug",16.3393745422363,99.2232437133789
"Bomet",1973,9,"Sep",16.0936107635498,61.0576286315918
"Bomet",1973,10,"Oct",16.3920764923096,77.9930725097656
"Bomet",1973,11,"Nov",16.5060024261475,196.001434326172
"Bomet",1973,12,"Dec",17.6864528656006,87.2962493896484
"Bomet",1974,1,"Jan",16.3370666503906,451.452453613281
"Bomet",1974,2,"Feb",16.3412609100342,76.8947143554688
"Bomet",1974,3,"Mar",16.9765872955322,69.7220077514648
"Bomet",1974,4,"Apr",18.8869209289551,35.9555435180664
"Bomet",1974,5,"May",17.7563514709473,207.409210205078
"Bomet",1974,6,"Jun",16.556547164917,504.157409667969
"Bomet",1974,7,"Jul",16.4870204925537,173.269058227539
"Bomet",1974,8,"Aug",15.9323062896729,140.89469909668
"Bomet",1974,9,"Sep",14.8171510696411,144.652984619141
"Bomet",1974,10,"Oct",16.1757869720459,108.969802856445
"Bomet",1974,11,"Nov",16.1623210906982,178.56428527832
"Bomet",1974,12,"Dec",17.331298828125,95.1870803833008
"Bomet",1975,1,"Jan",17.0792694091797,133.867630004883
"Bomet",1975,2,"Feb",17.0417881011963,142.326400756836
"Bomet",1975,3,"Mar",17.2924175262451,79.58837890625
"Bomet",1975,4,"Apr",18.9122562408447,80.9840774536133
"Bomet",1975,5,"May",17.4910736083984,231.172912597656
"Bomet",1975,6,"Jun",17.1846752166748,298.591369628906
"Bomet",1975,7,"Jul",16.9471759796143,172.616561889648
"Bomet",1975,8,"Aug",15.9742126464844,87.8863143920898
"Bomet",1975,9,"Sep",15.3866281509399,141.773681640625
"Bomet",1975,10,"Oct",15.6500072479248,107.073677062988
"Bomet",1975,11,"Nov",15.8031215667725,180.139495849609
"Bomet",1975,12,"Dec",16.4162349700928,184.674530029297
"Bomet",1976,1,"Jan",17.2371826171875,84.1409683227539
"Bomet",1976,2,"Feb",16.3010215759277,199.205215454102
"Bomet",1976,3,"Mar",17.1936054229736,75.1437911987305
"Bomet",1976,4,"Apr",17.1796073913574,117.05256652832
"Bomet",1976,5,"May",18.0729885101318,126.156700134277
"Bomet",1976,6,"Jun",17.2338886260986,295.491333007812
"Bomet",1976,7,"Jul",16.9094696044922,251.200134277344
"Bomet",1976,8,"Aug",16.0603160858154,106.822624206543
"Bomet",1976,9,"Sep",15.3456478118896,133.165817260742
"Bomet",1976,10,"Oct",16.1596870422363,96.5450820922852
"Bomet",1976,11,"Nov",16.989236831665,89.7743072509766
"Bomet",1976,12,"Dec",18.4334907531738,67.6973037719727
"Bomet",1977,1,"Jan",17.3632698059082,234.963302612305
"Bomet",1977,2,"Feb",17.0638236999512,113.649147033691
"Bomet",1977,3,"Mar",16.6088962554932,281.356567382812
"Bomet",1977,4,"Apr",16.7848949432373,238.096221923828
"Bomet",1977,5,"May",17.4985771179199,283.957397460938
"Bomet",1977,6,"Jun",16.4991607666016,436.876037597656
"Bomet",1977,7,"Jul",16.4691905975342,241.097381591797
"Bomet",1977,8,"Aug",15.9021768569946,163.988662719727
"Bomet",1977,9,"Sep",15.5163536071777,67.360481262207
"Bomet",1977,10,"Oct",16.1497936248779,97.5400161743164
"Bomet",1977,11,"Nov",17.2474002838135,60.620475769043
"Bomet",1977,12,"Dec",18.1410884857178,147.135162353516
"Bomet",1978,1,"Jan",16.1634178161621,443.512023925781
"Bomet",1978,2,"Feb",16.4506740570068,290.610260009766
"Bomet",1978,3,"Mar",16.7202091217041,172.776107788086
"Bomet",1978,4,"Apr",17.5175743103027,210.517501831055
"Bomet",1978,5,"May",16.6858310699463,487.651397705078
"Bomet",1978,6,"Jun",17.1427574157715,480.357696533203
"Bomet",1978,7,"Jul",16.8288021087646,124.05135345459
"Bomet",1978,8,"Aug",16.2379875183105,83.6910171508789
"Bomet",1978,9,"Sep",15.6769533157349,52.1848754882812
"Bomet",1978,10,"Oct",15.9249086380005,159.049011230469
"Bomet",1978,11,"Nov",16.4822101593018,162.846649169922
"Bomet",1978,12,"Dec",17.1740779876709,154.662506103516
"Bomet",1979,1,"Jan",16.7561435699463,205.151962280273
"Bomet",1979,2,"Feb",16.6111965179443,285.218383789062
"Bomet",1979,3,"Mar",17.2669830322266,164.823822021484
"Bomet",1979,4,"Apr",16.8714351654053,301.642822265625
"Bomet",1979,5,"May",17.6790390014648,223.989822387695
"Bomet",1979,6,"Jun",17.2260589599609,286.639251708984
"Bomet",1979,7,"Jul",16.9915103912354,258.512542724609
"Bomet",1979,8,"Aug",16.2852172851562,158.545059204102
"Bomet",1979,9,"Sep",15.7263145446777,110.283912658691
"Bomet",1979,10,"Oct",16.4723987579346,90.6174240112305
"Bomet",1979,11,"Nov",17.4613056182861,64.9925842285156
"Bomet",1979,12,"Dec",18.5777816772461,70.4101409912109
"Bomet",1980,1,"Jan",17.3271903991699,294.384552001953
"Bomet",1980,2,"Feb",17.0376415252686,213.453048706055
"Bomet",1980,3,"Mar",17.7078227996826,87.4121398925781
"Bomet",1980,4,"Apr",18.8846321105957,39.3393974304199
"Bomet",1980,5,"May",18.420934677124,163.783065795898
"Bomet",1980,6,"Jun",17.6208763122559,358.959259033203
"Bomet",1980,7,"Jul",16.7010040283203,313.195953369141
"Bomet",1980,8,"Aug",16.1559448242188,175.742126464844
"Bomet",1980,9,"Sep",15.7753820419312,51.9429931640625
"Bomet",1980,10,"Oct",16.3183555603027,75.1398239135742
"Bomet",1980,11,"Nov",17.3547267913818,102.764778137207
"Bomet",1980,12,"Dec",17.7941608428955,131.775650024414
"Bomet",1981,1,"Jan",16.7530460357666,324.031982421875
"Bomet",1981,2,"Feb",16.8351173400879,84.9278564453125
"Bomet",1981,3,"Mar",17.9136199951172,43.0945320129395
"Bomet",1981,4,"Apr",18.4741611480713,125.912086486816
"Bomet",1981,5,"May",17.7799892425537,288.055328369141
"Bomet",1981,6,"Jun",17.0023880004883,348.069519042969
"Bomet",1981,7,"Jul",16.7066097259521,304.450439453125
"Bomet",1981,8,"Aug",16.4745044708252,99.3072509765625
"Bomet",1981,9,"Sep",15.6079416275024,222.987731933594
"Bomet",1981,10,"Oct",16.3297214508057,107.192504882812
"Bomet",1981,11,"Nov",16.7062606811523,152.242599487305
"Bomet",1981,12,"Dec",17.6805381774902,107.422584533691
"Bomet",1982,1,"Jan",17.3416404724121,152.861907958984
"Bomet",1982,2,"Feb",17.112283706665,233.567138671875
"Bomet",1982,3,"Mar",17.1938400268555,155.752471923828
"Bomet",1982,4,"Apr",17.4745826721191,143.054962158203
"Bomet",1982,5,"May",18.85764503479,97.5215225219727
"Bomet",1982,6,"Jun",17.378137588501,311.747253417969
"Bomet",1982,7,"Jul",17.1389389038086,227.883514404297
"Bomet",1982,8,"Aug",16.7076606750488,87.5991287231445
"Bomet",1982,9,"Sep",16.3572006225586,69.6302490234375
"Bomet",1982,10,"Oct",16.42409324646,79.4433288574219
"Bomet",1982,11,"Nov",16.9433498382568,143.562713623047
"Bomet",1982,12,"Dec",17.0112190246582,192.955780029297
"Bomet",1983,1,"Jan",16.1729602813721,447.560638427734
"Bomet",1983,2,"Feb",16.8720455169678,148.211486816406
"Bomet",1983,3,"Mar",17.4259643554688,172.899185180664
"Bomet",1983,4,"Apr",17.9640598297119,131.700958251953
"Bomet",1983,5,"May",18.7871398925781,131.480285644531
"Bomet",1983,6,"Jun",18.051290512085,227.828765869141
"Bomet",1983,7,"Jul",17.9105949401855,70.4708862304688
"Bomet",1983,8,"Aug",17.2022018432617,148.477691650391
"Bomet",1983,9,"Sep",16.264612197876,83.1907424926758
"Bomet",1983,10,"Oct",16.4056568145752,125.722244262695
"Bomet",1983,11,"Nov",16.9301891326904,120.867324829102
"Bomet",1983,12,"Dec",16.6716613769531,331.668121337891
"Bomet",1984,1,"Jan",16.6487350463867,306.393951416016
"Bomet",1984,2,"Feb",16.0496864318848,226.614959716797
"Bomet",1984,3,"Mar",16.3867950439453,98.0145874023438
"Bomet",1984,4,"Apr",17.8567581176758,52.8503684997559
"Bomet",1984,5,"May",18.9106788635254,70.4538879394531
"Bomet",1984,6,"Jun",17.5002002716064,349.601348876953
"Bomet",1984,7,"Jul",17.6067905426025,67.7905120849609
"Bomet",1984,8,"Aug",17.07395362854,31.9369487762451
"Bomet",1984,9,"Sep",15.8780565261841,110.667022705078
"Bomet",1984,10,"Oct",15.8961095809937,195.460433959961
"Bomet",1984,11,"Nov",16.6486587524414,95.1232070922852
"Bomet",1984,12,"Dec",17.0276069641113,157.045837402344
"Bomet",1985,1,"Jan",16.4435577392578,331.744384765625
"Bomet",1985,2,"Feb",16.3820190429688,195.21940612793
"Bomet",1985,3,"Mar",17.8894443511963,151.069396972656
"Bomet",1985,4,"Apr",16.2790851593018,212.93115234375
"Bomet",1985,5,"May",17.3585872650146,378.810180664062
"Bomet",1985,6,"Jun",16.2762031555176,513.4365234375
"Bomet",1985,7,"Jul",16.548433303833,220.199447631836
"Bomet",1985,8,"Aug",15.755407333374,181.401138305664
"Bomet",1985,9,"Sep",15.2884387969971,92.2650680541992
"Bomet",1985,10,"Oct",15.6035470962524,59.2895545959473
"Bomet",1985,11,"Nov",16.8688640594482,86.7060317993164
"Bomet",1985,12,"Dec",17.9268188476562,74.4019241333008
"Bomet",1986,1,"Jan",16.7214660644531,278.329772949219
"Bomet",1986,2,"Feb",16.8188400268555,167.792556762695
"Bomet",1986,3,"Mar",16.7458610534668,102.316360473633
"Bomet",1986,4,"Apr",17.6016426086426,119.067001342773
"Bomet",1986,5,"May",17.1748008728027,273.033966064453
"Bomet",1986,6,"Jun",17.0684661865234,346.299713134766
"Bomet",1986,7,"Jul",16.9907703399658,151.361206054688
"Bomet",1986,8,"Aug",16.0983638763428,109.099098205566
"Bomet",1986,9,"Sep",15.7249889373779,115.666999816895
"Bomet",1986,10,"Oct",16.5891723632812,76.621696472168
"Bomet",1986,11,"Nov",17.1089878082275,70.39990234375
"Bomet",1986,12,"Dec",17.8906803131104,163.456359863281
"Bomet",1987,1,"Jan",16.7646751403809,273.97998046875
"Bomet",1987,2,"Feb",16.5841464996338,497.154449462891
"Bomet",1987,3,"Mar",16.7557334899902,234.413055419922
"Bomet",1987,4,"Apr",17.5652732849121,149.786758422852
"Bomet",1987,5,"May",17.6988391876221,308.525665283203
"Bomet",1987,6,"Jun",17.3958034515381,308.610961914062
"Bomet",1987,7,"Jul",17.0589008331299,291.713195800781
"Bomet",1987,8,"Aug",16.2055358886719,198.640853881836
"Bomet",1987,9,"Sep",16.2332420349121,83.7504272460938
"Bomet",1987,10,"Oct",16.6544895172119,54.6071395874023
"Bomet",1987,11,"Nov",17.9833850860596,118.030082702637
"Bomet",1987,12,"Dec",18.9410800933838,30.1542778015137
"Bomet",1988,1,"Jan",17.6949062347412,227.757781982422
"Bomet",1988,2,"Feb",18.3382587432861,41.1535034179688
"Bomet",1988,3,"Mar",17.4338493347168,230.533279418945
"Bomet",1988,4,"Apr",18.7196445465088,46.3044128417969
"Bomet",1988,5,"May",17.7393836975098,360.846832275391
"Bomet",1988,6,"Jun",17.2649097442627,463.326507568359
"Bomet",1988,7,"Jul",16.9062461853027,253.689102172852
"Bomet",1988,8,"Aug",16.2581768035889,82.7609252929688
"Bomet",1988,9,"Sep",15.8919324874878,73.8029327392578
"Bomet",1988,10,"Oct",16.2552852630615,97.3353118896484
"Bomet",1988,11,"Nov",16.6593437194824,135.224807739258
"Bomet",1988,12,"Dec",17.2579231262207,129.811676025391
"Bomet",1989,1,"Jan",16.903636932373,272.666290283203
"Bomet",1989,2,"Feb",16.7893962860107,150.67366027832
"Bomet",1989,3,"Mar",16.2730922698975,176.707763671875
"Bomet",1989,4,"Apr",16.7612037658691,193.949569702148
"Bomet",1989,5,"May",17.0073261260986,306.430084228516
"Bomet",1989,6,"Jun",16.8832740783691,251.851852416992
"Bomet",1989,7,"Jul",16.4936046600342,188.820785522461
"Bomet",1989,8,"Aug",16.0892162322998,63.0059356689453
"Bomet",1989,9,"Sep",15.5306406021118,107.268264770508
"Bomet",1989,10,"Oct",15.6635856628418,151.36442565918
"Bomet",1989,11,"Nov",16.437479019165,174.048492431641
"Bomet",1989,12,"Dec",17.1222972869873,139.056915283203
"Bomet",1990,1,"Jan",17.203706741333,250.997406005859
"Bomet",1990,2,"Feb",16.7767505645752,288.724609375
"Bomet",1990,3,"Mar",17.4219856262207,81.0127868652344
"Bomet",1990,4,"Apr",17.4457340240479,223.411605834961
"Bomet",1990,5,"May",17.0784778594971,423.880249023438
"Bomet",1990,6,"Jun",17.0456886291504,354.939117431641
"Bomet",1990,7,"Jul",16.9836940765381,261.776794433594
"Bomet",1990,8,"Aug",16.4285430908203,68.5281295776367
"Bomet",1990,9,"Sep",15.9585113525391,93.9053192138672
